|     | task_0_variant   |   task_0_cpu |   task_0_gpu |   task_0_cpu_all_replicas |   task_0_gpu_all_replicas |   task_0_batch |   task_0_replicas |   task_0_latency |   task_0_throughput |   task_0_throughput_all_replicas | task_0_measured   | task_1_variant   |   task_1_cpu |   task_1_gpu |   task_1_cpu_all_replicas |   task_1_gpu_all_replicas |   task_1_batch |   task_1_replicas |   task_1_latency |   task_1_throughput |   task_1_throughput_all_replicas | task_1_measured   |   pipeline_latency |   pipeline_throughput |   pipeline_cpu |   pipeline_gpu |   pipeline_accuracy |   task_0_accuracy |   task_1_accuracy |
|  71 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
|  72 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              3 |              0 |                0.4  |               0.8 |               0.5 |
|  73 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              3 |              0 |                0.4  |               0.8 |               0.5 |
|  74 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |               5       |              3 |              0 |                0.4  |               0.8 |               0.5 |
|  75 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              3 |              0 |                0.4  |               0.8 |               0.5 |
|  76 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              10       |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  77 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  78 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  79 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  80 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  81 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  82 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  83 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
|  84 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  85 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  86 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |              10       |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  87 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  88 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               6.66667 |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  89 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  90 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  91 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
|  92 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              20       |              6 |              0 |                0.4  |               0.8 |               0.5 |
|  93 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              6 |              0 |                0.4  |               0.8 |               0.5 |
|  94 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
|  95 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
|  96 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |              10       |              6 |              0 |                0.4  |               0.8 |               0.5 |
|  97 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |              10       |              6 |              0 |                0.4  |               0.8 |               0.5 |
|  98 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
|  99 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 100 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 101 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 102 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 103 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 104 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 105 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 106 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 107 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 108 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 109 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 110 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |               5       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 111 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 112 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              10       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 113 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 114 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 115 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 116 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 117 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 118 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 119 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 120 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 121 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 122 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |              10       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 123 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 124 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               6.66667 |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 125 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 126 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 127 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 128 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              20       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 129 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 130 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 131 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 132 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |              10       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 133 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |              10       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 134 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 135 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 136 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 137 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 138 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 139 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 140 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 141 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 142 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 143 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |